job_title,company_name,location,posted_date,salary_min,salary_max,salary_currency,job_type,job_level,experience_required,skills,source,salary_missing,salary_avg,salary_range,experience_bucket,skill_count,skill_AI,skill_SQL,skill_Java,skill_API,skill_Python,skill_Excel,skill_Agile,skill_REST,skill_Security,skill_CI_CD,skill_AWS,skill_Linux,skill_Docker,skill_Scrum,skill_ERP,skill_DevOps,skill_Git,skill_React,skill_CRM,skill_JavaScript,has_cloud,has_ai_ml,has_devops,has_data,posted_month,posted_week,job_level_Intern,job_level_Junior,job_level_Mid,job_level_Senior,job_level_ManagerPlus,location_Hanoi,location_HCM,location_DaNang,location_Other,cat_UIUX,cat_Fullstack,cat_AIML,cat_Other,cat_Sales,cat_SysAdmin,cat_BA,cat_QA,cat_Backend,cat_ProjectMgr,cat_ITMgr,cat_DevOps,cat_Mobile,cat_Security,cat_Frontend,cat_ERP,cat_ProductMgr,cat_DataAnalyst,cat_ITSupport,cat_Game,cat_DataEngineer,cat_Consultant,cat_Embedded,cat_Cloud,cat_Architect,cat_DBA,cat_Blockchain
Frontend Developer,CÔNG TY TNHH HÓA ĐƠN ĐIỆN TỬ M-INVOICE,Hanoi,2026-05-06,10000000.0,14000000.0,VND,Full-time,Mid,2.0,"Angular, Java, JavaScript, React, Git, REST, AI, HTML, API",topcv,False,12000000.0,10-15M,1-3,9,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,CÔNG TY CỔ PHẦN GIẢI PHÁP SỐ MOBIFONE,Hanoi,2026-05-06,30000000.0,40000000.0,VND,Full-time,Mid,3.0,"React, Node.js, TypeScript, Docker, MongoDB, PostgreSQL, MySQL, Redis, Kafka, RabbitMQ, Git, REST, Microservices, Tailwind, API, Jira, Confluence",topcv,False,35000000.0,30-50M,1-3,17,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY TNHH DU HỌC TẬN TÂM,Ho Chi Minh City,2026-05-06,,,,Full-time,Mid,1.0,"Illustrator, Figma",topcv,True,,,0-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI/ML Engineer,CÔNG TY CỔ PHẦN VIỄN THÔNG ACT,Ho Chi Minh City,2026-05-06,12000000.0,16000000.0,VND,Full-time,Mid,3.0,"Data Science, AI, Power BI, Excel",topcv,False,14000000.0,10-15M,1-3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fullstack/Software Engineer,TRUNG TÂM NGHIÊN CỨU ỨNG DỤNG DỮ LIỆU DÂN CƯ VÀ CĂN CƯỚC CÔNG DÂN - BỘ CÔNG AN,Hanoi,2026-05-06,,,,Full-time,Mid,1.0,"Python, Java, JavaScript, .NET, SQL, PostgreSQL, MySQL, Linux, REST, Microservices, API",topcv,True,,,0-1,11,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN PI GROUP,Ho Chi Minh City,2026-05-06,20000000.0,30000000.0,VND,Full-time,Mid,3.0,AI,topcv,False,25000000.0,20-30M,1-3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,Công ty TNHH Digital Innovation,Hanoi,2026-05-06,,35000000.0,VND,Full-time,Mid,2.0,,topcv,False,,,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Công ty TNHH Thẩm Mỹ Zacy,Hanoi,2026-05-06,18000000.0,25000000.0,VND,Full-time,Mid,2.0,"Data Science, Python, SQL, AI, Power BI, Tableau, API",topcv,False,21500000.0,20-30M,1-3,7,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IT Support,CÔNG TY TNHH VIỆT NAM CAMCOM,Hanoi,2026-05-06,,,,Full-time,Mid,2.0,PHP,topcv,True,,,1-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Security Engineer,CÔNG TY CÔNG NGHỆ THÔNG TIN ĐIỆN LỰC MIỀN BẮC - CHI NHÁNH TỔNG CÔNG TY ĐIỆN LỰC MIỀN BẮC,Hanoi,2026-05-06,,,,Full-time,Mid,0.0,"firewall, Rust, API, Security",topcv,True,,,0-1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AI/ML Engineer,CÔNG TY TNHH CÔNG NGHỆ LAZYCY,Hanoi,2026-05-06,,,,Full-time,Mid,2.0,"Agile, AI, API",topcv,True,,,1-3,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Analyst,Công ty cổ phần BUFF Fintech,Hanoi,2026-05-06,,,,Full-time,Mid,2.0,"SQL, Agile, Scrum, Power BI, Tableau, Excel",topcv,True,,,1-3,6,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY CỔ PHẦN GIẢI TRÍ PERFECT UNIVERSE,Ho Chi Minh City,2026-05-06,10000000.0,13000000.0,VND,Full-time,Mid,1.0,,topcv,False,11500000.0,10-15M,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backend Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ LOOGIX,Hanoi,2026-05-06,12000000.0,35000000.0,VND,Full-time,Mid,2.0,"Docker, Python, Go, Jenkins, SQL, NoSQL, MongoDB, MySQL, Redis, Kafka, Linux",topcv,False,23500000.0,20-30M,1-3,11,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Project Manager,Công Ty Cổ Phần Đầu Tư Thương Mại Và Phát Triển Công Nghệ FSI,Hanoi,2026-05-06,,,,Full-time,Manager+,2.0,"Agile, Scrum, PMP",topcv,True,,,1-3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backend Developer,CÔNG TY TNHH SAMSUNG SDS VIỆT NAM,Hanoi,2026-05-06,,,,Full-time,Senior,5.0,"Java, Spring, Spring Boot, DevOps, PostgreSQL, MySQL, Redis, RabbitMQ, Git, Agile, Linux, Excel, Security, Jira, Confluence",topcv,True,,,3-5,15,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,2026-05,2026-W19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY TNHH PHÁT TRIỂN THƯƠNG HIỆU HACO GROUP,Hanoi,2026-05-06,12000000.0,18000000.0,VND,Full-time,Mid,1.0,,topcv,False,15000000.0,15-20M,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Analyst,CÔNG TY TNHH MGS AUTO SÀI GÒN,Ho Chi Minh City,2026-05-06,10000000.0,20000000.0,VND,Full-time,Mid,2.0,"Excel, Power BI, Tableau",topcv,False,15000000.0,15-20M,1-3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
System/Network Admin,Công Ty Cổ Phần Shogo Việt Nam,Other,2026-05-06,,,,Full-time,Mid,1.0,,topcv,True,,,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
System/Network Admin,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,Hanoi,2026-05-06,,,,Full-time,Senior,2.0,"Networking, VPN, Security",topcv,True,,,1-3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,Hanoi,2026-05-06,,,,Full-time,Senior,5.0,"Vue, Java, JavaScript, Git, REST, HTML, CSS, Jira, Confluence",topcv,True,,,3-5,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2026-05,2026-W19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fullstack/Software Engineer,Công ty cổ phần công nghệ K12,Hanoi,2026-05-06,,,,Full-time,Senior,1.0,"Java, Node.js, PHP, PostgreSQL, Go, MongoDB, kafka, Kubernetes, CI/CD, RabbitMQ, Rust, DevOps, SQL, NoSQL, Git, REST, Microservices, AI, API, Security",topcv,True,,,0-1,20,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,2026-05,2026-W19,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY TNHH TM DV TRANG BEAUTY CENTER,Ho Chi Minh City,2026-05-06,12000000.0,14000000.0,VND,Full-time,Mid,1.0,Sketch,topcv,False,13000000.0,10-15M,0-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI/ML Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ THƯƠNG MẠI TEKTRA,Hanoi,2026-05-06,6000000.0,10000000.0,VND,Full-time,Mid,0.0,"Sql, AI",topcv,False,8000000.0,<10M,0-1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Analyst,Ngân hàng TMCP Đông Nam Á - SEABANK,Hanoi,2026-05-06,,,,Full-time,Senior,3.0,"Java, JavaScript, Swift, Kotlin, Angular, Spring, SQL, Redis, GraphQL, HTML, CSS, iOS, Android, Flutter",topcv,True,,,1-3,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2026-05,2026-W19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Project Manager,Công ty Cổ phần GEM,Hanoi,2026-05-06,30000000.0,60000000.0,VND,Full-time,Manager+,5.0,"Agile, Excel, Jira, Project Management, PMP",topcv,False,45000000.0,30-50M,3-5,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,3S Media,Hanoi,2026-05-06,3000000.0,4000000.0,VND,Part-time,Intern,1.0,Illustrator,topcv,False,3500000.0,<10M,0-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,Công ty cổ phần TechLead,Hanoi,2026-05-06,8000000.0,15000000.0,VND,Full-time,Intern,1.0,"HTML, CSS",topcv,False,11500000.0,10-15M,0-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Product Manager/Owner,Công ty cổ phần Công nghệ Haravan,Ho Chi Minh City,2026-05-06,,,,Full-time,Mid,2.0,Agile,topcv,True,,,1-3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IT Manager,CÔNG TY CP DỊCH VỤ THƯƠNG MẠI ĐIỆN TỬ N & H,Ho Chi Minh City,2026-05-06,18000000.0,20000000.0,VND,Full-time,Manager+,2.0,,topcv,False,19000000.0,15-20M,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DevOps/Infra Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ AN NINH MẠNG QUỐC GIA VIỆT NAM,Hanoi,2026-05-06,,,,Full-time,Mid,1.0,"Docker, Kubernetes, Linux, Firewall",topcv,True,,,0-1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI/ML Engineer,CÔNG TY TNHH CÔNG NGHỆ NƯỚC GENERAL,Hanoi,2026-05-06,,,,Full-time,Mid,1.0,"Python, AI, API, CRM",topcv,True,,,0-1,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Product Manager/Owner,CÔNG TY TRÁCH NHIỆM HỮU HẠN BẢO HIỂM NHÂN THỌ MB AGEAS (MB LIFE),Hanoi,2026-05-06,,,,Full-time,Intern,0.0,Go,topcv,True,,,0-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fullstack/Software Engineer,Công ty Cổ phần Giáo dục Quốc tế CB Mekong,Other,2026-05-06,,,,Full-time,Mid,2.0,"AI, API",topcv,True,,,1-3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2026-05,2026-W19,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
System/Network Admin,CÔNG TY TNHH C.C.P. CONTACT PROBES VIỆT NAM,Other,2026-05-06,15000000.0,22000000.0,VND,Full-time,Mid,1.0,"API, SAP, ERP",topcv,False,18500000.0,15-20M,0-1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DevOps/Infra Engineer,Splus Software,Ho Chi Minh City,2026-05-06,,,,Full-time,Manager+,5.0,"Linux, Firewall, VPN, Active Directory, VMware, Project Management",topcv,True,,,3-5,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI QUẢNG CÁO SONG HÀNH,Ho Chi Minh City,2026-05-06,,,,Full-time,Mid,2.0,"Photoshop, Illustrator",topcv,True,,,1-3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI/ML Engineer,Công ty TNHH MTV Truyền Thông Viettel,Hanoi,2026-05-06,,,,Full-time,Mid,2.0,AI,topcv,True,,,1-3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY TNHH SẢN XUẤT VÀ QUẢNG CÁO GALA,Ho Chi Minh City,2026-05-06,,,,Full-time,Mid,1.0,,topcv,True,,,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY TNHH HOPPER VIỆT NAM,Ho Chi Minh City,2026-05-06,,,,Full-time,Mid,3.0,,topcv,True,,,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other,CÔNG TY TRÁCH NHIỆM HỮU HẠN ADVANCED MULTITECH (VIỆT NAM),Other,2026-05-06,,,,Full-time,Mid,1.0,,topcv,True,,,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Product Manager/Owner,Công ty TNHH Dược Phẩm Việt Long,Ho Chi Minh City,2026-05-06,15000000.0,20000000.0,VND,Full-time,Senior,3.0,"AI, Excel",topcv,False,17500000.0,15-20M,1-3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2026-05,2026-W19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY TNHH MTV ANH KHUÊ PHARMA,Ho Chi Minh City,2026-05-06,10000000.0,12000000.0,VND,Full-time,Mid,1.0,"Photoshop, AI, Adobe",topcv,False,11000000.0,10-15M,0-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Analyst,Công ty cổ phần công nghệ Isofh,Hanoi,2026-05-06,4000000.0,5000000.0,VND,Full-time,Intern,0.0,,topcv,False,4500000.0,<10M,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fullstack/Software Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ PHẦN MỀM GENI GLOBAL,Hanoi,2026-05-06,3000000.0,5000000.0,VND,Internship,Intern,1.0,,topcv,False,4000000.0,<10M,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Security Engineer,Công ty CPDV Trực tuyến Cộng Đồng Việt (VietUnion),Ho Chi Minh City,2026-05-06,,,,Full-time,Mid,0.0,"Networking, Firewall",topcv,True,,,0-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sales/Presales,CÔNG TY TNHH 2B SOLUTIONS,Ho Chi Minh City,2026-05-06,,,,Full-time,Intern,0.0,"Excel, CRM",topcv,True,,,0-1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2026-05,2026-W19,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY TNHH TMDV DECOR EVENT AZPARTY,Ho Chi Minh City,2026-05-06,8000000.0,10000000.0,VND,Full-time,Mid,1.0,,topcv,False,9000000.0,<10M,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
System/Network Admin,CÔNG TY TNHH TÍN BẢO LAN,Ho Chi Minh City,2026-05-06,,,,Full-time,Mid,1.0,"Networking, ITIL",topcv,True,,,0-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,Ngân hàng TMCP Phát triển TP. HCM (HDBank),Ho Chi Minh City,2026-05-06,,,,Full-time,Intern,0.0,,topcv,True,,,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT Support,Viettel IDC,Hanoi,2026-05-06,,,,Full-time,Mid,1.0,,topcv,True,,,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
UI/UX Designer,Công ty Cổ Phần Ecomobi Media,Ho Chi Minh City,2026-05-06,12000000.0,15000000.0,VND,Full-time,Mid,2.0,,topcv,False,13500000.0,10-15M,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY CỔ PHẦN CÔNG NGHỆ MARATHON EDUCATION,Ho Chi Minh City,2026-05-06,8000000.0,12000000.0,VND,Full-time,Mid,1.0,,topcv,False,10000000.0,10-15M,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY TNHH TRUYỀN THÔNG IDEO COMS,Ho Chi Minh City,2026-05-06,9000000.0,12000000.0,VND,Full-time,Mid,1.0,"AI, Excel",topcv,False,10500000.0,10-15M,0-1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,Công Ty TNHH RECHIC,Ho Chi Minh City,2026-05-06,,,,Full-time,Mid,2.0,"AI, CRM",topcv,True,,,1-3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
